Family,Species,Latitude,Longitude,Location,Source
Vespertilionidae,Pipistrellus tenuis,34.654,71.946,"Astanadaro Kalay, Malakand Division, Khyber Pakhtunkhwa, Pakistan","Salim, 2018"
Vespertilionidae,Pipistrellus tenuis,34.726,72.1313,"Thana, Malakand Division, Khyber Pakhtunkhwa, Pakistan","Salim, 2018"
Vespertilionidae,Pipistrellus tenuis,34.779,71.979,"Daim, Malakand Division, Khyber Pakhtunkhwa, Pakistan","Salim, 2018"
Vespertilionidae,Pipistrellus tenuis,34.567,71.931,"Tutakan, Malakand Division, Khyber Pakhtunkhwa, Pakistan","Salim, 2018"
Vespertilionidae,Pipistrellus tenuis,34.711,71.858,"Community Game Reserve Brah, Malakand Division, Khyber Pakhtunkhwa, Pakistan","Salim, 2018"
Vespertilionidae,Pipistrellus tenuis,34.311,71.612,"Ziarat Kalay, Malakand Division, Khyber Pakhtunkhwa, Pakistan","Salim, 2018"
Vespertilionidae,Pipistrellus tenuis,34.4,71.813,"Kas kalay, Malakand Division, Khyber Pakhtunkhwa, Pakistan","Salim, 2018"
Vespertilionidae,Pipistrellus tenuis,34.648,72.033,"Fishing Hut, Malakand Division, Khyber Pakhtunkhwa, Pakistan","Salim, 2018"
Vespertilionidae,Pipistrellus tenuis,34.629,72.08,"Faqeer Abad, Malakand Division, Khyber Pakhtunkhwa, Pakistan","Salim, 2018"
Vespertilionidae,Pipistrellus tenuis,34.494,71.8166,"Haryan Kot, Malakand Division, Khyber Pakhtunkhwa, Pakistan","Salim, 2018"
Vespertilionidae,Pipistrellus tenuis,30.344,77.984,"Bajawala, Dehradun, Uttarakhand",Chakravarty et al. 2020
Vespertilionidae,Pipistrellus tenuis,30.358,78.067,"Rajpur, Dehradun, Uttarakhand","Chakravarty, 2015"
Vespertilionidae,Pipistrellus tenuis,30.412,78.098,"Shikhar falls, Uttarakhand",Chakravarty et al. 2020
Vespertilionidae,Pipistrellus tenuis,27.44,84.46,"Chitwan National Park, Nepal",Thapa et al. 2021
Vespertilionidae,Pipistrellus tenuis,34.73,71.479,"Bajaur Agency, FATA, Pakistan ",Idnan et al. 2022
Vespertilionidae,Pipistrellus tenuis,17.44,78.352,"Gachibowli, Hyderabad Dist., Telangana",OU.NHM Collection
Vespertilionidae,Pipistrellus tenuis,19.946,79.303,"Anchaleshwar Temple, Chandrapur, Chandrapur Dist., Maharashtra",OU.NHM Collection
Vespertilionidae,Pipistrellus tenuis,20.585,79.683,"Karsala, Nagbid, Chandrapur",OU.NHM Collection
Vespertilionidae,Pipistrellus tenuis,18.196,76.103,"Osmanabad Caves, Osmanabad Dist, Maharashtra",OU.NHM Collection
Vespertilionidae,Pipistrellus tenuis,11.635956,75.786549,"Janikikad, Maridongrachinaveli, Perimanamuzhy, Kozhikode Dist., Kerala",OU.NHM Collection
Vespertilionidae,Pipistrellus tenuis,32.348414,74.054945,"Gujranwala, Hafizabad, Mandi Bhaudin Districts of Pakistan",Shahbaz et al. (2018)
Vespertilionidae,Pipistrellus tenuis,20.29522,85.824787,Bhubaneswar city,Debata et al. (2018)
Vespertilionidae,Pipistrellus tenuis,8.8586,77.2175,Shenduruney WLS and surrounding unprotected areas.,Deshpande (2012)
Vespertilionidae,Pipistrellus tenuis,33.683,73.118,"Rawal town Fish Hatchery, Near Islamabad, Pakistan",Javid et al. (2012)
Vespertilionidae,Pipistrellus tenuis,33.665,73.118,"National Agriculture Research Institute, Near Islamabad, Pakistan.",Javid et al. (2012)
Vespertilionidae,Pipistrellus tenuis,33.523,71.445,"Kohat,  Khyber Paktunkhwa, Pakistan",Rahman et al. (2015)
Vespertilionidae,Pipistrellus tenuis,20.29522,85.824787,Bhubaneswar city,Debata & Palita (2018)
Vespertilionidae,Pipistrellus tenuis,30.344,77.984,"Bajawala, Dehradun, Uttarakhand",Chakravarthy (2015)
Vespertilionidae,Pipistrellus tenuis,30.358,78.067,"Rajpur, Dehradun, Uttarakhand",Chakravarthy (2015)
Vespertilionidae,Pipistrellus tenuis,34.816944,70.350278,"Badiabad, Laghman, Afghanistan",Benda & Gaisler 2006
Vespertilionidae,Pipistrellus tenuis,35.850278,64.900278,"15 km east of Jalalabad, Nangarhar, Afghanistan",Benda & Gaisler 2006
Vespertilionidae,Pipistrellus tenuis,27.566944,84.500278,"Sauraha, Narayani, Nepal",Myers et al 2000
Vespertilionidae,Pipistrellus tenuis,27.566944,84.450278,"Dudora Nala, 4.3 km SW of Sauraha, Nepal",Myers et al 2000
Vespertilionidae,Pipistrellus tenuis,27.533611,84.333611,"Tamar Tal, approx. 13 km E of Saurah, Nepal",Myers et al 2000
Vespertilionidae,Pipistrellus tenuis,27.533889,84.334167,"Royal Chitwan National Park, Tiger Tops, Dhangari Khola, Nepal",Myers et al 2000
Vespertilionidae,Pipistrellus tenuis,27.5525,84.46833,"Simal Ghol Tal, Royal Chitwan National Park, 2.5 km SW of Sauraha, Nepal",Myers et al 2000
Vespertilionidae,Pipistrellus tenuis,8.362815,80.503724,"Rajarata University, Mihintale, Sri Lanka",Srinivasulu A pers obs
Vespertilionidae,Pipistrellus tenuis,25.96849557,90.934734,"Rangjuli, Goalpara district, Assam",Ghosh 2006
Vespertilionidae,Pipistrellus tenuis,21.90351,85.246034,"Koira, Odisha",Ghosh 2006
Vespertilionidae,Pipistrellus tenuis,13.1291,78.0861,"Therahalli, Kolar district, Karnataka, India",Srinivasulu pers obs
Vespertilionidae,Pipistrellus tenuis,13.1593,78.2929,"Hanumanhalli, Kolar district, Karnataka, India",Srinivasulu pers obs
Vespertilionidae,Pipistrellus tenuis,26.023512,76.457616,"Ranthambore Tiger Reserve, Rajasthan",Ghosh 2006
Vespertilionidae,Pipistrellus tenuis,14.197676,79.14974,"Rajampeta, Andhra Pradesh",Ghosh 2006
Vespertilionidae,Pipistrellus tenuis,26.75,89.35,"Hasimara, West Bengal",Ghosh 2006
Vespertilionidae,Pipistrellus tenuis,7.5033,81.233,"Maduru-Oya National Park, Sri Lanka",Edirisinghe et al 2018
Vespertilionidae,Pipistrellus tenuis,26.58657503,91.72951,"Mahuripara, Assam",Sinha 1999
Vespertilionidae,Pipistrellus tenuis,24.789697,93.129613,"Jiribam, Imphal district, Manipur",Sinha 1999
Vespertilionidae,Pipistrellus tenuis,25.924139,94.43893,"Satakha village, Zunheboto district, Nagaland",Sinha 1999
