Family,Species,Latitude,Longitude,Location,Source
Hipposideridae,Hipposideros speoris,18.92,73.335,"Taluka Karjat, Bharav Gadh, Kolaba Dist., Maharashtra",AMNH M-208841
Hipposideridae,Hipposideros speoris,8.38,80.582,"Tammannewa , Northern Central Province, v","Bates & Harrison, 1997"
Hipposideridae,Hipposideros speoris,13.142672,78.090334,"Therhalli, Karnataka, India","Bates & Harrison, 1997"
Hipposideridae,Hipposideros speoris,8.73,77.74,"Thimmarajapuram, Tamil Nadu, India","Molur et al., 2002"
Hipposideridae,Hipposideros speoris,8.72,77.49,"Thirupadaimarudhur, Tamil Nadu, India","Molur et al., 2002"
Hipposideridae,Hipposideros speoris,14.183333,79.15,"Thummalabyu,  Andhra Pradesh, India","Bates & Harrison, 1997"
Hipposideridae,Hipposideros speoris,12.1,78.59,"Tirthamalai, Tamil Nadu, India","Bates & Harrison, 1997"
Hipposideridae,Hipposideros speoris,8.83,77.66,"Tirunelveli, Tamil Nadu, India","Molur et al., 2002"
Hipposideridae,Hipposideros speoris,8.52,76.97,"Travancore, India (presently in Kerala, India)","Blanford, 1888-91"
Hipposideridae,Hipposideros speoris,10.81,78.68,"Trichinopoly, Tamil Nadu, India","Bates & Harrison, 1997"
Hipposideridae,Hipposideros speoris,8.569,81.232,"Trincomalee, Eastern Province, Sri Lanka","Wroughton, 1915ci"
Hipposideridae,Hipposideros speoris,8.44,76.92,"Trivandrum, Kerala, India","Sinha, 1976"
Hipposideridae,Hipposideros speoris,16.496,80.581,"Undavalli Caves, Guntur, Andhra Pradesh","Srinivasulu, C. & B. Srinivasulu"
Hipposideridae,Hipposideros speoris,11.77,78.21,"Urkadu, Tamil Nadu, India","Molur et al., 2002"
Hipposideridae,Hipposideros speoris,7.7,81.6,"Valaichenai, Eastern Province, Sri Lanka","Bates & Harrison, 1997"
Hipposideridae,Hipposideros speoris,15.325,76.465,"Vijayanagar, Karnataka, India","Bates & Harrison, 1997"
Hipposideridae,Hipposideros speoris,11.939,79.497,"Vitillapuram, Tamil Nadu, India","Molur et al., 2002"
Hipposideridae,Hipposideros speoris,6.249,80.859,"Welligata, Southern Province, Sri Lanka","Ryley, 1914bi"
Hipposideridae,Hipposideros speoris,6.767,80.958,"West Haputale, Uva Province, Sri Lanka","Phillips, 1980"
Hipposideridae,Hipposideros speoris,12.133,76.2333,"Wotekolli, Karnataka, India","Ryley, 1913bii"
Hipposideridae,Hipposideros speoris,8.353888,80.5025,"Mihinthale, Sri Lanka",Tharaka pers obs
Hipposideridae,Hipposideros speoris,18.257772,74.698292,"Bhuleshwar, Maharashtra, India",Saikia 2018
Hipposideridae,Hipposideros speoris,18.061257,75.116144,"Bhimanagar, Maharashtra, India",Saikia 2018
Hipposideridae,Hipposideros speoris,18.913449,73.306887,"Karjat, Maharashtra, India",Saikia 2018
Hipposideridae,Hipposideros speoris,7.5033,81.233,"Maduru-Oya National Park, Sri Lanka",Edirisinghe et al 2018
Hipposideridae,Hipposideros speoris,9.94,78.01,"Madurai Kamaraj University Campus, Madurai, Tamil Nadu",Baskaran et al. (2015)
Hipposideridae,Hipposideros speoris,18.453,75.215,"Pothare, Maharashtra",Gaikwad et al. (2012)
Hipposideridae,Hipposideros speoris,18.404,75.195,"Karmala, Maharashtra",Gaikwad et al. (2012)
Hipposideridae,Hipposideros speoris,19.116,74.547,"Bhalavani, Maharashtra",Gaikwad et al. (2012)
Hipposideridae,Hipposideros speoris,17.674,75.323,"Pandharpur, Maharashtra",Gaikwad et al. (2012)
Hipposideridae,Hipposideros speoris,18.195,76.009,"Osmanabad caves, Maharashtra",Gaikwad et al. (2012)
Hipposideridae,Hipposideros speoris,18.096,75.422,"Kurduwadi, Maharashtra",Gaikwad et al. (2012)
Hipposideridae,Hipposideros speoris,16.497,80.582,"Ananthasagar, Medak Dist., Telangana",OU.NHM Collection
Hipposideridae,Hipposideros speoris,17.2,78.508,"Jinaiguda, Near Ravirala, Ranga Reddy Dist., Telangana",OU.NHM Collection
Hipposideridae,Hipposideros speoris,13.158,78.291,"Hanumanhalli, Kolar Dist., Karnataka",OU.NHM Collection
Hipposideridae,Hipposideros speoris,15.335,76.458,"Hampi, Bellary Dist., Karnataka",OU.NHM Collection
Hipposideridae,Hipposideros speoris,15.305,76.482,"Pattabhirama Temple, Kamlapur, Hampi, Bellary Dist., Karnataka",OU.NHM Collection
Hipposideridae,Hipposideros speoris,17.25,81.068,"Naravarigudem, Khammam Dist., Telangana",OU.NHM Collection
Hipposideridae,Hipposideros speoris,13.447,77.295,"Veerupapura, Sugganahalli, Ramanagara Dist., Karnataka",OU.NHM Collection
Hipposideridae,Hipposideros speoris,15.024,76.56,"Sandur, Bellary Dist., Karnataka",OU.NHM Collection
Hipposideridae,Hipposideros speoris,19.639,78.682,"Sathnala, Adilabad Dist., Telangana",OU.NHM Collection
Hipposideridae,Hipposideros speoris,18.691,78.48,"Puranipet, Bheemgal, Nizamabad Dist., Telangana",OU.NHM Collection
Hipposideridae,Hipposideros speoris,18.105,78.835,"Govt. Degree College, Siddipet, Medak Dist., Telangana",OU.NHM Collection
Hipposideridae,Hipposideros speoris,19.946,79.303,"Anchaleshwar Temple, Chandrapur, Chandrapur Dist., Maharashtra",OU.NHM Collection
Hipposideridae,Hipposideros speoris,19.851,79.341,"Ballarshah Fort, Ballarpur, Chandrapur Dist., Maharashtra",OU.NHM Collection
Hipposideridae,Hipposideros speoris,19.106,78.787,"Kadem project,  Kadem,  Adilabad Dist, Telangana",OU.NHM Collection
Hipposideridae,Hipposideros speoris,17.215,78.517,"Laxmi Narshima Swamy Temple, Jinaiguda, Ranga Reddy Dist., Telangana",OU.NHM Collection
