"Family","Species","Latitude","Longitude","Location","Source"
"Pteropodidae","Rousettus leschenaultii","11.178",75.849,"Kadalundy, Kerala","Molur et al. 2002"
"Pteropodidae","Rousettus leschenaultii","29.286",79.348,"Kaladungi, Uttarakhand, India","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","8.235",79.759,"Kalpitiya, North Western Province, Sri Lanka","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","24.04",92.2,"Kanchanpur, Tripura, India","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","19.996",80.447,"Kandri, Maharshtra","Karim & Gupta, 1986"
"Pteropodidae","Rousettus leschenaultii","7.28",80.63,"Kandy, Central Province, Sri Lanka","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","32.1",76.27,"Kangra, Himachal Pradesh, India","Bhat et al., 1983"
"Pteropodidae","Rousettus leschenaultii","22.316667",80.616667,"Kanha National Park, Madhya Pradesh, India","Harshey & Chandra, 2001"
"Pteropodidae","Rousettus leschenaultii","19.2",72.9,"Kanheri Caves, Maharashtra, India","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","24.89",67.02,"Karachi, Sind, Pakistan","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","21.5",85.5,"Keonjhar, Orissa, India","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","18.05",74.01,"Khandala, Maharashtra, India","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","26.426",91.095,"Kherkheria, Assam, India","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","21.419",79.359,"Khindsi, Nagpur, Maharashtra","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","18.283333",83.55,"Koduru, Andhra Pradesh, India","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","21.9",85.24,"Koira, Orissa, India","Ghosh, 2005"
"Pteropodidae","Rousettus leschenaultii","6.743",81.017,"Koslanda Cave, Uva Province, Sri Lanka","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","13",74.811,"Krishnapur, Belgaum, Karnataka","Bates & Harrison, 1997"
"Pteropodidae","Rousettus leschenaultii","31.95",77.11,"Kullu Valley, Himachal Pradesh, India","Bhat et al., 1983"
